course,point,name,instructor,Department,time,realTime,Classroom,Typeofcredit,LectureLanguage,Eligible,Informationofalteration,Note
154438001,2,康德道德哲學專題討論,李明輝 ,哲學碩一哲學博一,五34,fri10-12,百年330222,選,中文,否,異動資訊Information of alteration:N/A,備註Note:開放大三、大四同學選修。
154348001,3,斯賓諾莎研究（一）：《知性改造論》,黃冠閔 ,哲學碩一哲學博一,二234 ,tue09-12,百年330103,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
154343001,3,胡塞爾現象學導讀,汪文聖 ,哲學碩一哲學博一,三567 ,wed14-17,百年330226,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
154346001,3,現象學心理學專題：兒童發展,李維倫 ,哲學碩一哲學博一,三234 ,wed09-12,百年330226,選,中文,否,異動資訊Information of alteration:N/A,備註Note:李維倫老師
204915001,3,當代日本社會,鄭力軒 ,社會三社會四,二D56 ,tue13-16,大勇210205,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204036001,3,經濟社會學 ,鄭力軒 ,社會三社會四,三D56 ,wed13-16,綜合270415,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204952001,0,社會研究方法實習,胡力中 ,社會三,三1 ,wed08-09,綜合270109,必,中文,否,異動資訊Information of alteration:教師異動於2020/07/10);,備註Note:初選轉檔，無須選課。
204859001,3,教育與全球化社會,姜以琳 ,社會三社會四,四D56 ,thu13-16,綜合270306,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204008011,4,社會學理論,高國魁 ,社會二,二CD56,tue12-16,綜合270204,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204655001,3,性別社會學 ,苗延威 ,社會三社會四,四D56 ,thu13-16,綜合270303,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204733001,3,政治管理,陳敦源 ,社會三社會四,一D56 ,mon13-16,綜合270111,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
042133011,3,社會學動動腦,黃厚銘 ,社會系,五D56 ,fri13-16,綜合270415,群,中文,是,異動資訊Information of alteration:N/A,備註Note:N/A
042133001,3,社會學動動腦,苗延威 ,社會系,五D56 ,fri13-16,資訊140201,群,中文,是,異動資訊Information of alteration:N/A,備註Note:內含討論課程，時間於上課時由教師宣布。
204679001,3,從電影看國際移民,馬藹萱 ,社會二社會三社會四 ,五234 ,fri09-12,綜合270315,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204007001,3,社會研究方法 ,胡力中 ,社會三,三234 ,wed09-12,綜合270109,必,中文,否,異動資訊Information of alteration:N/A,備註Note:須加修社會研究方法實習課（初選自動轉檔）。
204104001,3,全球化與社會變遷,邱炫元 ,社會二社會三社會四 ,四234 ,thu09-12,綜合270416,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204856001,3,現代視覺藝術與社會,洪儀真 ,社會一社會二社會三社會四,一D56 ,mon13-16,綜合270114,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204040001,4,社會學資料處理,張峯彬 ,社會二,四D567,thu13-17,電算微五室 ,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204841001,3,流行病與社會,陳人豪 ,社會三社會四,四78E ,thu16-19,綜合270303,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
000229001,4,社會學,馬藹萱 ,社會系,二1234,tue08-12,大智190305,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204757001,3,愛情社會學,高國魁 ,社會三社會四,三D56 ,wed13-16,綜合270307,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204101001,3,科技社會學,陳宗文 ,社會三社會四,五234 ,fri09-12,綜合270313,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
000225011,3,社會學,熊瑞梅 ,社會系,三D56 ,wed13-16,綜合270103,必,中文,否,異動資訊Information of alteration:N/A,備註Note:社會系輔系生課程。
204842001,3,應用社會學,胡力中、陳信木 ,社會二社會三社會四 ,五D56 ,fri13-16,綜合270210,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
204004011,4,社會統計,陳信木 ,社會一,三1234,wed08-12,綜合270212,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933943001,3,中國企業與全球發展,冷則剛 ,國營碩一國營碩二,二FGH ,tue19-22,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933007001,1,企業社會責任與倫理,朴星俊、周玲臺、林月雲、許永明、羅明琇 ,國營碩一國營碩二,六234 ,sat09-12,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933944001,3,中小企業 ,林月雲、張大為 ,國營碩一國營碩二,五FGH ,fri19-22,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933013001,3,策略管理 ,熊震寰 ,國營碩一國營碩二,六FGH ,sat19-22,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933916001,3,儒家思想與領導 ,李瑞華 ,國營碩一國營碩二,日234 ,sun09-12,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933920001,3,國際企業管理 ,于卓民、張永明 ,國營碩二 ,四FGH ,thu19-22,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933933001,3,企業實習 ,詳備註 ,國營碩一國營碩二,未定或彈性,N/A,,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933887001,3,策略與商業模式,劉秀明 ,國營碩一國營碩二,日567 ,sun14-17,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933012001,1,傑出企業家講座 ,尚孝純 ,國營碩一國營碩二,六567 ,sat14-17,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933874001,2,投資學於個人理財之應用,周行一 ,國營碩一國營碩二,一FGH ,mon19-22,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933910001,2,營利模式專題 ,劉助,國營碩一國營碩二,四FGH ,thu19-22,教室洽系所 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933016001,2,領導與團隊,胡昌亞、莊皓鈞、蘇威傑 ,國營碩一國營碩二,日FGH ,sun19-22,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933011001,3,商業數量方法 ,李曉惠、陳春龍 ,國營碩一國營碩二,二FGH ,tue19-22,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933005001,3,管理經濟學 ,吳文傑 ,國營碩一國營碩二,一FGH ,mon19-22,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
933001001,3,會計學 ,張祐慈 ,國營碩一國營碩二,三FGH ,wed19-22,教室洽系所 ,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961036001,3,行政救濟法專題研究,吳秦雯、劉宗德 ,法碩專一法碩專二,二FGH ,tue19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961170005,2,社會事件的法律分析與研究,何賴傑、吳瑾瑜、李聖傑、詹鎮榮 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:7/04(六)起，週六上午9:10-12:00上課。※建議碩士一新生選修。
961013001,3,憲法 ,劉定基 ,法碩專一法碩專二,二FGH ,tue19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961161001,3,公私協力專題研究,詹鎮榮 ,法碩專一法碩專二,二FGH ,tue19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961006001,3,民事訴訟法 ,姜世明、劉明生 ,法碩專一法碩專二,六D56 ,sat13-16,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961092005,2,產業與競爭法專題研究,王立達 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:週一晚上 7：20 - 10：00，週六下午13：20 - 16：00上課。上課日期：6/29(一)、7/04(六)、7/06(一)、7/11(六)、7/13(一)、7/18(六)、7/20(一)、7/25(六)、7/27(一)、8/01(六)、8/03(一)。
961147001,3,信託法,周振鋒 ,法碩專一法碩專二,四FGH ,thu19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961079001,3,爭議案件與法律解釋方法,江玉林 ,法碩專一法碩專二,六234 ,sat09-12,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961163005,1,非訟程序（一）,劉明生 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:7/01(三)起，週三晚上19:10-22:00上課。
961012001,3,民法總則 ,吳瑾瑜、周伯峰 ,法碩專一法碩專二,六D56 ,sat13-16,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961167005,2,運動法專題研究,林佳和 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:6/29(一)起，週一晚上 19:10-22:00上課。
961111001,3,家事事件法專題研究 （二）,姜世明、劉明生 ,法碩專一法碩專二,六78E ,sat16-19,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961116001,3,保險判決案例分析（一）,葉啟洲 ,法碩專一法碩專二,四FGH ,thu19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961166005,2,災難下的國家與市場法制,吳秦雯 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:週二、週四晚上19:10-22:00上課。上課日期：6/30(二)、7/02(四)、7/07(二)、7/09(四)、7/14(二)、7/16(四)、7/21(二)、7/23(四)、7/28(二)、8/04(二)、8/11(二)、8/18(二)。
961055001,3,證券交易法,劉連煜 ,法碩專一法碩專二,一FGH ,mon19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:金融研訓院授課
961015001,3,民法債編各論 ,王千維 ,法碩專一法碩專二,六234 ,sat09-12,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961014001,3,法學導論 ,許政賢、劉宏恩 ,法碩專一法碩專二,五FGH ,fri19-22,,群,中文,否,異動資訊Information of alteration:教師異動於2020/07/15);,備註Note:N/A
961162001,3,歐美比較智慧財產權法專題研究（一）,沈宗倫、熊誦梅 ,法碩專一法碩專二,三FGH ,wed19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:沈宗倫教授與熊誦梅律師合開課程。
961169005,2,資訊法專題研究,陳起行、劉定基 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:6/30(二)起，週二、週四晚上19:20-22:00上課，本課程由劉定基教授與陳起行教授合開。
961056001,3,國際法專題研究,許耀明、陳貞如 ,法碩專一法碩專二,四FGH ,thu19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
961164005,2,歐盟法專題研究,許耀明 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:7/01(三)起，週三晚上 19:10-22:00上課。
961072005,2,醫事刑法專題研究,李聖傑、林萍章、陳子平 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:7/04(六)起，週六下午 13:10-16:00上課，李聖傑教授、陳子平教授與林萍章教授三人合開。
961106005,2,兩岸經貿法制與實務專題研究（三）,王文杰、劉德勳 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:週二、週四晚上 19:20-22:00上課，上課日期：7/02(四)、7/07(二)、7/09(四)、7/14(二)、7/16(四)、7/21(二)、7/23(四)、7/28(二)、7/30(四)。本課程由王文杰教授與劉德勳委員合開。
961165005,1,民事證據法,姜世明 ,法碩專一法碩專二,未定或彈性,N/A,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:7/03(五)起，週五晚上 19:10-22:00上課。
961042001,3,公司法,林國全 ,法碩專一法碩專二,五FGH ,fri19-22,,群,中文,否,異動資訊Information of alteration:N/A,備註Note:修課者以法律系背景或已修習民法相關課程為限
102011001,3,教育哲學 ,林建福 ,教育三,四234 ,thu09-12,井塘020413,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102091001,2,課程發展與設計 ,林進山 ,教育三,四56,thu14-16,井塘020101,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102826001,2,學校輔導工作,傅如馨 ,教育三,五D5,fri13-15,井塘020101,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102020001,2,文教產業教學實習,鄭同僚 ,教育四,四123 ,thu08-11,井塘020113,群,中文,否,異動資訊Information of alteration:N/A,備註Note:本課程為教育系非師資生4年級群(必)修課程
102061001,2,教學媒體與運用,洪煌堯 ,教育二,三78,wed16-18,井塘電腦室020213 ,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102119001,2,社會領域教材教法,彭明輝 ,教育三教育四,三56,wed14-16,井塘020101,群,中文,否,異動資訊Information of alteration:N/A,備註Note:與師培合開
102115001,2,語文領域-英文教材教法,張秀帆 ,教育三教育四,三78,wed16-18,井塘020101,群,中文,否,異動資訊Information of alteration:N/A,備註Note:與師培合開
102825001,2,家庭發展,張德聰 ,教育三教育四,三56,wed14-16,井塘020113,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102920001,3,人格心理學 ,胡悅倫 ,教育三,二234 ,tue09-12,研究250202,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102806001,1,自主與行動導向學習（一）,洪煌堯、詹志禹 ,教育一,一C ,mon12-13,教室洽系所 ,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102021001,2,中等學校教學實習,張奕華 ,教育四,四1234,thu08-12,井塘電腦室020213 ,群,中文,否,異動資訊Information of alteration:N/A,備註Note:本課程為教育系師資生4年級群(必)修課程
102121001,2,綜合活動領域教材教法,施淑慎 ,教育三教育四,二78,tue16-18,井塘020101,群,中文,否,異動資訊Information of alteration:N/A,備註Note:與師培合開
102113001,2,語文領域-國文教材教法,陳麗明 ,教育三教育四,二56,tue14-16,井塘020113,群,中文,否,異動資訊Information of alteration:N/A,備註Note:與師培合開
102848001,3,教育史 ,周祝瑛 ,教育一,五234 ,fri09-12,井塘020112,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102012001,3,教育概論,王素芸、李淑菁、張奕華 ,教育一,四D56 ,thu13-16,井塘020113,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102816001,1,生涯規劃及職業教育與訓練,王淑俐 ,教育三,五12,fri08-10,井塘020413,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
041151001,3,生命教育與成長,秦夢群 ,教育系,四78E ,thu16-19,井塘020112,群,中文,否,異動資訊Information of alteration:N/A,備註Note:限大四同學選讀
042181001,3,教育探索與自我學習,王素芸 ,教育系,一78E ,mon16-19,學思040302,群,中文,是,異動資訊Information of alteration:N/A,備註Note:N/A
102686001,3,合作學習 ,邱美秀 ,教育三,一D56 ,mon13-16,井塘020413,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102689001,3,人權與人權教育 ,陳榮政 ,教育一,四78E ,thu16-19,井塘020413,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102810001,2,諮商專業導論,張德聰 ,教育三教育四,三34,wed10-12,井塘020111,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102013001,3,教育心理學,詹志禹 ,教育一教育二,三234 ,wed09-12,資訊140206,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102853001,3,青少年心理學 ,王素芸 ,教育二,二D56 ,tue13-16,井塘020413,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
102117001,2,數學領域教材教法,洪煌堯 ,教育三教育四,二78,tue16-18,井塘020111,群,中文,否,異動資訊Information of alteration:N/A,備註Note:與師培合開
102911001,3,諮商理論與技術 ,陳婉真 ,教育二,四D56 ,thu13-16,井塘020413,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753857001,3,數論與高等密碼學,左瑞麟 ,資科碩一資科碩二,三234 ,wed09-12,大仁200106,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753835001,3,以太坊原理與應用開發,陳昶吾 ,資科碩一資科碩二,一D56 ,mon13-16,大仁200105,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753837001,3,無人機智慧系統開發與實作,劉吉軒 ,資科碩一資科碩二,一D56 ,mon13-16,大仁200101,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753003001,1,專題研討（三） ,詳備註 ,資科碩二 ,四7 ,thu16-17,大仁200301,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753821001,3,量子計算,許琇娟 ,資科碩一資科碩二,一D56 ,mon13-16,研究250303,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753002001,1,專題研討（一） ,謝佩璇 ,資科碩一 ,四6 ,thu15-16,大仁200301,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753012001,0,論文研究（三） ,劉昭麟 ,資科博二 ,一12,mon08-10,,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753933001,3,自然語言處理 ,黃瀚萱 ,資科碩一資科碩二,三D56 ,wed13-16,大仁200102,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753014001,1,專題研討（一） ,紀明德 ,資科博一 ,四D ,thu13-14,大仁200301,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753825001,3,大數據分析,胡毓忠 ,資科碩一資科碩二,四234 ,thu09-12,大仁200101,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753873001,3,電腦圖學 ,紀明德 ,資科碩一資科碩二,五234 ,fri09-12,大仁200102,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753010001,0,論文研究（一） ,左瑞麟 ,資科博一 ,一12,mon08-10,,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753828001,3,人工智慧,劉昭麟 ,資科碩一資科碩二,一D56 ,mon13-16,,選,中文,否,異動資訊Information of alteration:停開於2020/07/16;,備註Note:N/A
753850001,3,無線通訊網路介紹,張宏慶 ,資科碩一資科碩二,四234 ,thu09-12,大仁200106,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753846001,3,人機互動,廖文宏 ,資科碩一資科碩二,四234 ,thu09-12,資科電腦室,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753817001,3,資訊理論,左瑞麟 ,資碩工一資碩計一資碩工二資碩計二,五234 ,fri09-12,大仁200101,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753845001,3,生物資訊概論與實務,張家銘 ,資科碩一資科碩二,二234 ,tue09-12,,選,英文,否,異動資訊Information of alteration:停開於2020/07/14;,備註Note:N/A
753842001,3,圖形理論及其網路應用,郭桐惟 ,資科碩一資科碩二,二D56 ,tue13-16,大仁200105,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753923001,3,圖型識別 ,廖文宏 ,資科碩一資科博一資科碩二資科博二,三D56 ,wed13-16,大仁200101,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753016001,1,專題研討（三） ,紀明德 ,資科博二 ,四5 ,thu14-15,大仁200301,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753831001,3,資料科學,張家銘 ,資科碩一資科碩二,二234 ,tue09-12,大仁200101,選,中文,否,異動資訊Information of alteration:時間異動於2020/07/17;,備註Note:N/A
753935001,3,資料採掘 ,沈錳坤 ,資科碩一資科碩二,五234 ,fri09-12,大仁200106,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753816001,3,社群運算,沈錳坤 ,資科碩一資科碩二,四EFG ,thu18-21,研究250303,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
753934001,3,機器學習概論 ,劉昭麟 ,資科碩一資科碩二,一D56 ,mon13-16,大仁200102,選,中文,否,異動資訊Information of alteration:時間異動於2020/07/16;教室異動於2020/07/16;,備註Note:N/A
753826001,3,深度學習：基礎及應用,彭彥璁 ,資科碩一資科碩二,二234 ,tue09-12,大仁200102,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
160769001,3,華人文化中的反思與演繹,張郇慧 ,華文博一華文博二,二234 ,tue09-12,國際360501,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
160796001,3,語言測驗與評量,尤雪瑛 ,華文博一華文博二,二D56 ,tue13-16,季陶340304,選,英文,否,異動資訊Information of alteration:N/A,備註Note:與英文系551751001合開
160770001,3,隱喻研究專題,賴惠玲 ,華文博一華文博二,一D56 ,mon13-16,季陶340310,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
160898001,3,質化研究方法 ,黃怡萍 ,華文博一華文博二,三234 ,wed09-12,季陶340304,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與英文系551887001合開
160851001,3,知識創新教育與科技研究,洪煌堯 ,華文博一華文博二,三D56 ,wed13-16,井塘電腦室020213 ,選,英文,否,異動資訊Information of alteration:N/A,備註Note:與教育系152603001合開
160767001,3,自然語言處理,張瑜芸 ,華文博一華文博二,三234 ,wed09-12,季陶340314,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與語言所合開
160844001,3,音韻學,蕭宇超 ,華文博一華文博二,五CD5 ,fri12-15,季陶340315,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與語言所合開
160813001,3,華語文教學專題研討,舒兆民 ,華文博一華文博二,一D56 ,mon13-16,國際360501,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
160768001,3,語言理解與心智語法,賴瑶鍈 ,華文博一華文博二,二D56 ,tue13-16,季陶340314,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與語言所合開
160837001,3,句法學,何萬順 ,華文博一華文博二,三D56 ,wed13-16,季陶340314,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與語言所合開
160771001,3,電腦輔助語言教學問題與研究,招靜琪 ,華文博一華文博二,二234 ,tue09-12,季陶340305,選,英文,否,異動資訊Information of alteration:N/A,備註Note:與英文系551746001合開
160890001,3,語音學 ,萬依萍 ,華文博一華文博二,二234 ,tue09-12,季陶340314,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與語言所合開
160860001,3,語料與問卷設計在華語教學的應用,鍾曉芳 ,華文博一華文博二,二234 ,tue09-12,季陶340309,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
160934001,3,對比語言學與語言教學,黃麗儀 ,華文博一華文博二,三D56 ,wed13-16,季陶340315,選,中文,否,異動資訊Information of alteration:N/A,備註Note:黃麗儀老師授課
171929001,3,各國教育行政研究,陳榮政 ,教政碩一教政碩二教政碩三,二D56 ,tue13-16,井塘020112,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
171002001,3,教育政策分析研究,吳政達 ,教政碩一教政碩二,五D56 ,fri13-16,井塘020112,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
171938001,3,教育改革研究 ,湯志民 ,教政碩一教政碩二,二78E ,tue16-19,井塘020112,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與教育系152744001合開
ZU1948001,3,全球健康與醫療經濟,連賢明 ,創國學一 ,四234 ,thu09-12,綜合270401,選,英文,否,異動資訊Information of alteration:時間異動於2020/07/20;,備註Note:N/A
ZU1007001,3,人類學,歐子綺 ,創國學一 ,二234 ,tue09-12,綜合270401,群,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
ZU1008001,3,人類世與地緣政治,彭保羅、楊智元 ,創國學一 ,一78E ,mon16-19,綜合270401,群,英文,否,異動資訊Information of alteration:N/A,備註Note:與北美館合作，部分課程將於周末在北美館授課
ZU1009001,3,全球衛生治理,陳宗文、劉汗曦、劉宏恩 ,創國學一 ,三D56 ,wed13-16,綜合270401,群,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
ZU1949001,3,東亞之法律與永續發展,陳柏良 ,創國學一 ,四D56 ,thu13-16,綜合270401,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
ZU1001001,3,全球研究導論,歐子綺 ,創國學一 ,三234 ,wed09-12,綜合270401,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
ZU1947001,3,AI與倫理,陳柏良 ,創國學一 ,三D56 ,wed13-16,綜合270402,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
ZU1946001,3,比較政府與政治,錢宜群 ,創國學一 ,二234 ,tue09-12,大勇210101,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
100810001,1,東亞危機時代下的知識份子與思想,薛化元 ,文院碩士 ,未定或彈性,N/A,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:密集課程，詳情請洽開課單位
100807001,1,日本的中國論：日中關係史與中國近現代史研究,薛化元 ,文院碩士 ,未定或彈性,N/A,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:國際課程密集授課，詳情請洽開課單位。
100804001,1,華夷之間：近代東亞的族群問題,楊瑞松 ,文院碩士 ,未定或彈性,N/A,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:密集課程，詳情請洽開課單位
100809001,1,近代西方思想在中國和台灣,劉祥光 ,文院碩士 ,未定或彈性,N/A,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:國際課程密集授課，詳情請洽開課單位。
100803001,3,史學導論,彭明輝 ,文院學士 ,四D56 ,thu13-16,季陶340413,選,中文,否,異動資訊Information of alteration:N/A,備註Note:與歷史系103006-00-1合開
100813001,1,近代東亞文明新秩序,薛化元 ,文院碩士 ,未定或彈性,N/A,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:密集課程，詳情請洽開課單位
255858001,3,應用計量分析—中國財政研究,黃智聰 ,財政碩一財政博一財政碩二財政博二,一D56 ,mon13-16,社科院電腦 ,選,中文,否,異動資訊Information of alteration:N/A,備註Note:允許外所及外院學生修習/開放加簽
255045001,3,公共支出理論,賴育邦 ,財政博二 ,一D56 ,mon13-16,綜合270946,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255873001,3,公共政策與財政專題研究,曾巨威 ,財政碩一財政博一財政碩二財政博二,五678 ,fri15-18,綜合270931,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255841001,3,綠色能源財經分析,周麗芳 ,財政碩一財政碩二,二234 ,tue09-12,綜合270315,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255034001,3,計量經濟學 （一） ,吳文傑、連賢明 ,財政碩一 ,二567 ,tue14-17,,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255829001,3,永續發展國際工作坊,林其昂 ,財政碩一財政碩二,二234 ,tue09-12,綜合270416,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255029001,0,專題研討 ,何怡澄 ,財政博一財政博二財政博三財政博四,五CD,fri12-14,綜合270931,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255914001,3,醫療經濟學 ,連賢明 ,財政碩一財政碩二,三234 ,wed09-12,綜合270313,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255042001,3,國際租稅,陳香梅 ,財政碩一 ,四D56 ,thu13-16,綜合270304,必,中文,否,異動資訊Information of alteration:N/A,備註Note:稅務組必修
255021001,3,高等個體經濟學（一）,王智賢 ,財政博一 ,四D56 ,thu13-16,綜合270946,必,中文,否,異動資訊Information of alteration:N/A,備註Note:宜修過或正在修賽局論
255890001,3,租稅理論專題研究,翁堃嵐 ,財政碩一財政博一財政碩二財政博二,三234 ,wed09-12,綜合270946,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
255041001,3,稅務行政,吳自心 ,財政碩一財政博一財政碩二財政博二,二EFG ,tue18-21,綜合270931,必,中文,否,異動資訊Information of alteration:N/A,備註Note:吳自心老師授課
